Tiempo_s,Valor
0.0131939999908209,1.17494505494505
2.68322900000215,1.60043956043956
2.76964299999177,1.93245421245421
2.8080869999975,0.796190476190476
2.85451600000262,0.883223443223443
2.89668899999559,1.24424908424908
2.93052699999511,1.50857142857143
2.96868299999833,2.01787545787546
3.00744099999964,1.42879120879121
3.06220600000024,1.6181684981685
3.10463499999046,2.07186813186813
3.14053599999845,1.52227106227106
3.18138099999726,1.48761904761905
3.22550499999523,1.48681318681319
3.26673899999261,1.48842490842491
3.3105909999907,2.69318681318681
3.35904899999499,1.09355311355311
3.39534600000083,1.45296703296703
3.4359659999907,2.02754578754579
3.4743069999963,1.38124542124542
3.51448700000346,1.47956043956044
3.55296699999273,1.48197802197802
3.59415699999034,1.45457875457875
3.6257839999944,2.40307692307692
3.65889699999988,1.45216117216117
3.69482400000095,1.79868131868132
3.73310300000012,1.99047619047619
3.76800699999928,1.39413919413919
3.80102300000191,1.46908424908425
3.83489800000191,1.48600732600733
3.86705099999905,1.49648351648352
3.90484999999404,1.37802197802198
3.93937199999392,1.59641025641026
3.97284700000286,1.98967032967033
4.00853499999642,1.41267399267399
4.03943099999428,1.4021978021978
4.07006299999356,1.46424908424908
4.10421500000358,1.41428571428571
4.13825299999118,1.0218315018315
4.16487299999595,1.48197802197802
4.18995899999142,1.78739926739927
4.21896799999475,1.65040293040293
4.24845199999213,1.37479853479853
4.27704500000179,1.41992673992674
4.30277599999309,1.36029304029304
4.32993099999428,3.19120879120879
4.35546099999547,1.3610989010989
4.38174599999189,1.64798534798535
4.4063789999932,1.86153846153846
4.49439900000393,1.36190476190476
4.52669099999964,1.44168498168498
4.56616099999845,1.29985347985348
4.60534199999273,3.10095238095238
4.64349400000274,0.967032967032967
4.67631999999285,1.29340659340659
4.70750599999726,1.77692307692308
4.73351700000465,1.19992673992674
4.76117299999297,1.35062271062271
4.78628999999166,1.35948717948718
4.81592000000179,1.96710622710623
4.84513699999452,1.37076923076923
4.87321500000358,1.5851282051282
4.90367299999297,2.00014652014652
4.93805799999833,1.3159706959707
4.97038099999726,1.43040293040293
5.00528499999642,1.44168498168498
5.03722300000489,1.58673992673993
5.07424400000274,1.31838827838828
5.11987099999189,1.55047619047619
5.20193099999428,2.06622710622711
5.28186399999261,1.56336996336996
5.36262000000477,1.56417582417582
5.44458499999344,1.52791208791209
5.52663899999857,1.45216117216117
5.60569799999893,1.35304029304029
5.68634299999476,1.56981684981685
5.76816699999571,1.99128205128205
5.84674500000477,1.42637362637363
5.92679699999094,1.42234432234432
6.00657799999416,1.48761904761905
6.08659399999678,1.29904761904762
6.17088199999928,1.27487179487179
6.25170499999821,1.48600732600733
6.33080599999428,1.92520146520147
6.41139699999988,1.45296703296703
6.50243899999559,1.35062271062271
6.57107799999416,1.46424908424908
6.66114999999106,1.38205128205128
6.74125,0.912234432234432
6.82204600000382,1.38688644688645
6.90200200000405,1.76483516483516
6.98217499999702,1.80835164835165
7.0630569999963,1.34739926739927
7.14308799999952,1.39413919413919
7.22020600000024,1.37076923076923
7.31427199999988,3.06952380952381
7.39427899999917,1.35545787545788
7.47415500000119,1.61333333333333
7.55092900000513,2.09684981684982
7.63111299999058,1.35787545787546
7.71197100000083,1.36835164835165
7.79064299999177,1.40864468864469
7.8695680000037,1.37479853479853
7.94734299999475,0.87032967032967
8.02751600000262,1.42637362637363
8.12329699999094,1.76725274725275
8.20038599999249,1.8792673992674
8.28040999999642,1.37721611721612
8.36011499999464,1.42315018315018
8.43927799999714,1.46666666666667
8.51904199999571,1.45377289377289
8.59881000000238,3.1952380952381
8.68002199999988,1.40864468864469
8.75775399999321,1.64234432234432
8.85368600000441,2.0807326007326
8.9340339999944,1.40703296703297
9.01354600000382,1.38688644688645
9.09313699999452,1.35062271062271
9.18118600000441,1.38124542124542
9.25099099999666,1.45296703296703
9.33124300000071,1.3981684981685
9.41107899999619,1.30065934065934
9.49153700000048,1.56659340659341
9.56855200000107,1.96468864468864
9.65462799999118,1.58271062271062
9.73441899999976,1.42153846153846
9.81756599999964,1.40139194139194
9.897,1.43201465201465
9.97737299999595,1.47230769230769
10.057324000001,1.47472527472527
10.1382419999987,3.17509157509157
10.2186270000041,1.36432234432234
10.2982080000043,1.58915750915751
10.3784599999934,2.05575091575092
10.4576389999986,1.44087912087912
10.5435059999973,1.3796336996337
10.6238509999961,1.32241758241758
10.7008809999973,1.38769230769231
10.7811469999999,1.55692307692308
10.8620279999971,1.49003663003663
10.9523830000013,1.10483516483516
11.0317789999992,1.53677655677656
11.1134640000015,1.70520146520147
11.1917280000001,1.83252747252747
11.2719469999969,1.43443223443223
11.3520240000039,1.44732600732601
11.4317569999993,1.46747252747253
11.514,1.51340659340659
11.590498999998,1.56014652014652
11.6870289999992,2.12263736263736
11.7572280000001,1.38446886446886
11.8378090000004,1.57304029304029
11.9183069999963,1.9574358974359
11.9983599999994,1.52549450549451
12.0793779999912,1.38769230769231
12.1599889999926,1.3796336996337
12.2398100000024,1.383663003663
12.3202689999938,1.41831501831502
12.4002909999937,1.41831501831502
12.4903390000015,2.17421245421245
12.569047999993,1.27809523809524
12.653875,1.52307692307692
12.7295949999988,1.85267399267399
12.8078729999959,1.47472527472527
12.8881860000044,1.34901098901099
12.9687419999987,1.36835164835165
13.0487440000027,1.37157509157509
13.1293289999962,1.45538461538462
13.2115530000031,1.41509157509157
13.293824000001,3.1952380952381
13.3817699999958,1.42637362637363
13.4626679999977,1.65765567765568
13.5421349999905,2.01948717948718
13.6149309999943,1.45941391941392
13.7045189999938,1.46263736263736
13.7897950000018,1.47391941391941
13.8590649999976,1.55128205128205
13.9389050000012,1.50937728937729
14.0285659999996,3.19604395604396
14.1101860000044,1.48681318681319
14.1899050000012,1.70278388278388
14.2705590000004,2.01787545787546
14.3608540000021,1.49003663003663
14.4298569999933,1.46021978021978
14.5105319999903,1.42798534798535
14.5950129999965,1.46827838827839
14.6695039999932,1.44893772893773
14.7599459999949,3.19765567765568
14.8303049999923,1.35787545787546
14.9106550000012,1.61494505494505
15.0007450000048,1.9759706959707
15.0809819999933,1.53919413919414
15.1544599999934,1.50373626373626
15.242123999998,1.44732600732601
15.3211040000021,1.46666666666667
15.401251000002,1.47391941391941
15.481048999995,2.0396336996337
15.5620129999965,1.34578754578755
15.6480339999944,1.49245421245421
15.7216969999969,1.75113553113553
15.802049999997,1.38205128205128
15.882700000003,1.32967032967033
15.9718139999956,1.22893772893773
16.0514860000014,1.25391941391941
16.1326079999954,1.2152380952381
16.2126139999926,3.03648351648352
16.2927650000006,1.04600732600733
16.3728550000042,1.37802197802198
16.4530319999903,1.85912087912088
16.5329659999907,1.4618315018315
16.6191569999903,1.56014652014652
16.7027939999998,1.59318681318681
16.7817829999924,1.67457875457875
16.8618799999952,1.65362637362637
16.9409219999909,2.89626373626374
17.0212800000012,1.41347985347985
17.101349999994,1.71970695970696
17.1818209999949,2.03076923076923
17.262126000002,1.57626373626374
17.3417370000035,1.57465201465201
17.4213040000051,1.61494505494505
17.5017089999914,1.66813186813187
17.5915450000018,1.62783882783883
17.6711659999937,2.45787545787546
17.7477259999961,1.57062271062271
17.829576000005,1.77531135531136
17.908172999993,1.94695970695971
17.9883639999926,1.4578021978022
18.0680129999965,1.4618315018315
18.1486659999937,1.45377289377289
18.2396939999908,1.44652014652015
18.319175999999,1.54483516483516
18.3990289999992,1.34095238095238
18.4796050000042,1.31032967032967
18.5592699999958,1.45054945054945
18.6392660000026,1.7825641025641
18.7187919999957,1.52952380952381
18.8049519999921,1.32
18.8834769999981,1.32080586080586
18.9637259999961,1.34739926739927
19.0440699999928,1.46021978021978
19.1246050000042,1.44087912087912
19.201625,1.2047619047619
19.291799999997,1.46666666666667
19.3715029999912,1.73421245421245
19.4523449999988,1.94454212454212
19.5319849999994,1.37238095238095
19.6120619999915,1.41831501831502
19.7043139999956,1.4247619047619
19.7709329999983,1.44571428571429
19.8503339999914,1.44087912087912
19.9306939999908,3.18153846153846
20.0210170000046,1.45054945054945
20.1007569999993,1.63912087912088
20.1885249999911,2.03802197802198
